ID	Marital Status	Gender	 Income 	Children	Education	Occupation	Home Owner	Cars	Commute Distance	Region	Age	Age Range	Purchased Bike
27835	Married	Male	" $20,000 "	0	Partial High School	Manual	Yes	2	0-1 Miles	Europe	32	Adult	No
11738	Married	Male	" $60,000 "	4	Bachelors	Professional	Yes	0	2-5 Miles	North America	46	Middle Age	No
25065	Married	Male	" $70,000 "	2	Partial High School	Skilled Manual	Yes	2	5-10 Miles	North America	48	Middle Age	No
26238	Single	Female	" $40,000 "	3	Partial College	Clerical	Yes	1	1-2 Miles	North America	31	Adult	Yes
23707	Single	Male	" $70,000 "	5	Bachelors	Management	Yes	3	10+ Miles	North America	60	Middle Age	Yes
27650	Married	Male	" $70,000 "	4	High School	Professional	Yes	0	5-10 Miles	North America	51	Middle Age	No
24981	Married	Male	" $60,000 "	2	Partial College	Professional	Yes	2	10+ Miles	North America	56	Middle Age	No
20678	Single	Female	" $60,000 "	3	Bachelors	Skilled Manual	Yes	1	2-5 Miles	North America	40	Adult	Yes
15302	Single	Female	" $70,000 "	1	Graduate Degree	Professional	Yes	0	2-5 Miles	North America	34	Adult	Yes
26012	Married	Male	" $80,000 "	1	Partial College	Skilled Manual	Yes	1	2-5 Miles	North America	48	Middle Age	Yes
26575	Single	Female	" $40,000 "	0	High School	Skilled Manual	No	2	1-2 Miles	North America	31	Adult	Yes
15559	Married	Male	" $60,000 "	5	Bachelors	Professional	Yes	1	2-5 Miles	North America	47	Middle Age	No
19235	Married	Female	" $50,000 "	0	Graduate Degree	Skilled Manual	Yes	0	0-1 Miles	North America	34	Adult	No
15275	Married	Male	" $40,000 "	0	Partial College	Skilled Manual	Yes	1	5-10 Miles	North America	29	Young Adult	No
20339	Married	Female	" $130,000 "	1	Bachelors	Management	Yes	4	2-5 Miles	North America	44	Adult	Yes
25405	Married	Male	" $70,000 "	2	Bachelors	Skilled Manual	Yes	1	2-5 Miles	North America	38	Adult	Yes
15940	Married	Male	" $100,000 "	4	Partial College	Professional	Yes	4	0-1 Miles	North America	40	Adult	No
25074	Married	Female	" $70,000 "	4	Bachelors	Professional	Yes	2	2-5 Miles	North America	42	Adult	Yes
24738	Married	Female	" $40,000 "	1	Partial College	Clerical	Yes	1	1-2 Miles	North America	51	Middle Age	Yes
16337	Married	Male	" $60,000 "	0	Partial College	Skilled Manual	No	2	1-2 Miles	North America	29	Young Adult	No
24357	Married	Male	" $80,000 "	3	Bachelors	Professional	Yes	1	2-5 Miles	North America	48	Middle Age	Yes
18613	Single	Male	" $70,000 "	0	Bachelors	Professional	No	1	2-5 Miles	North America	37	Adult	Yes
12207	Single	Male	" $80,000 "	4	Bachelors	Management	Yes	0	5-10 Miles	North America	66	Senior	Yes
18052	Married	Female	" $60,000 "	1	Partial College	Skilled Manual	Yes	1	0-1 Miles	North America	45	Middle Age	Yes
13353	Single	Female	" $60,000 "	4	Graduate Degree	Management	Yes	2	10+ Miles	North America	61	Middle Age	Yes
19399	Single	Male	" $40,000 "	0	Bachelors	Professional	No	1	2-5 Miles	North America	45	Middle Age	No
16154	Married	Female	" $70,000 "	5	Bachelors	Professional	Yes	2	2-5 Miles	North America	47	Middle Age	No
22219	Married	Female	" $60,000 "	2	High School	Professional	Yes	2	5-10 Miles	North America	49	Middle Age	No
17269	Single	Male	" $60,000 "	3	Bachelors	Professional	No	0	0-1 Miles	North America	47	Middle Age	Yes
23586	Married	Female	" $80,000 "	0	Bachelors	Management	Yes	1	1-2 Miles	North America	34	Adult	Yes
15740	Married	Male	" $80,000 "	5	Bachelors	Management	Yes	2	1-2 Miles	North America	64	Middle Age	No
27638	Single	Male	" $100,000 "	1	Partial College	Professional	No	3	1-2 Miles	North America	44	Adult	No
18976	Single	Male	" $40,000 "	4	High School	Professional	Yes	2	10+ Miles	North America	62	Middle Age	Yes
19413	Single	Male	" $60,000 "	3	Bachelors	Professional	No	1	0-1 Miles	North America	47	Middle Age	Yes
13283	Married	Male	" $80,000 "	3	Partial College	Professional	No	2	0-1 Miles	North America	49	Middle Age	Yes
17471	Single	Female	" $80,000 "	4	Graduate Degree	Management	Yes	2	5-10 Miles	North America	67	Senior	No
16791	Single	Male	" $60,000 "	5	Bachelors	Management	Yes	3	10+ Miles	North America	59	Middle Age	Yes
15382	Married	Female	" $110,000 "	1	Bachelors	Management	Yes	2	1-2 Miles	North America	44	Adult	No
11641	Married	Male	" $50,000 "	1	Bachelors	Skilled Manual	Yes	0	0-1 Miles	North America	36	Adult	No
11935	Single	Female	" $30,000 "	0	Partial College	Skilled Manual	Yes	1	5-10 Miles	North America	28	Young Adult	No
13233	Married	Male	" $60,000 "	2	Partial College	Professional	Yes	1	10+ Miles	North America	57	Middle Age	Yes
25909	Married	Male	" $60,000 "	0	Partial College	Skilled Manual	Yes	1	5-10 Miles	North America	27	Young Adult	Yes
14092	Single	Male	" $30,000 "	0	Partial High School	Clerical	Yes	2	5-10 Miles	North America	28	Young Adult	No
29143	Single	Female	" $60,000 "	1	Bachelors	Professional	No	1	0-1 Miles	North America	44	Adult	Yes
24941	Married	Male	" $60,000 "	3	Bachelors	Management	Yes	2	10+ Miles	North America	66	Senior	No
24637	Married	Male	" $40,000 "	4	High School	Professional	Yes	2	10+ Miles	North America	64	Middle Age	No
23893	Married	Male	" $50,000 "	3	Bachelors	Skilled Manual	Yes	3	10+ Miles	North America	41	Adult	No
13907	Single	Female	" $80,000 "	3	Bachelors	Skilled Manual	Yes	1	0-1 Miles	North America	41	Adult	Yes
14900	Married	Female	" $40,000 "	1	Partial College	Clerical	Yes	1	1-2 Miles	North America	49	Middle Age	Yes
11262	Married	Female	" $80,000 "	4	Bachelors	Management	Yes	0	0-1 Miles	North America	42	Adult	No
22294	Single	Female	" $70,000 "	0	Bachelors	Professional	No	1	2-5 Miles	North America	37	Adult	Yes
12195	Single	Female	" $70,000 "	3	Graduate Degree	Management	Yes	2	1-2 Miles	North America	52	Middle Age	No
25375	Married	Male	" $50,000 "	1	Graduate Degree	Skilled Manual	Yes	0	1-2 Miles	North America	34	Adult	No
11143	Married	Male	" $40,000 "	0	High School	Skilled Manual	Yes	2	5-10 Miles	North America	29	Young Adult	No
25898	Married	Female	" $70,000 "	2	High School	Professional	Yes	2	2-5 Miles	North America	53	Middle Age	No
24397	Single	Male	" $120,000 "	2	Bachelors	Management	No	4	1-2 Miles	North America	40	Adult	No
19758	Single	Male	" $60,000 "	0	Partial College	Skilled Manual	No	2	1-2 Miles	North America	29	Young Adult	No
15529	Married	Male	" $60,000 "	4	Bachelors	Professional	Yes	2	2-5 Miles	North America	43	Adult	Yes
19884	Married	Male	" $60,000 "	2	High School	Professional	Yes	2	2-5 Miles	North America	55	Middle Age	Yes
18674	Single	Female	" $80,000 "	4	Graduate Degree	Skilled Manual	No	0	0-1 Miles	North America	48	Middle Age	No
13453	Married	Female	" $130,000 "	3	Bachelors	Management	Yes	3	0-1 Miles	North America	45	Middle Age	Yes
14063	Single	Female	" $70,000 "	0	Bachelors	Professional	No	1	0-1 Miles	Pacific	42	Adult	Yes
27393	Married	Female	" $50,000 "	4	Bachelors	Management	Yes	2	10+ Miles	North America	63	Middle Age	No
14417	Single	Male	" $60,000 "	3	High School	Professional	Yes	2	10+ Miles	North America	54	Middle Age	Yes
17533	Married	Male	" $40,000 "	3	Partial College	Professional	No	2	5-10 Miles	North America	73	Senior	Yes
18580	Married	Female	" $60,000 "	2	Graduate Degree	Professional	Yes	0	2-5 Miles	North America	40	Adult	Yes
17025	Single	Male	" $50,000 "	0	Partial College	Skilled Manual	No	1	2-5 Miles	North America	39	Adult	Yes
25293	Married	Male	" $80,000 "	4	Bachelors	Management	Yes	0	1-2 Miles	North America	42	Adult	No
24725	Married	Female	" $40,000 "	3	Partial College	Clerical	Yes	0	1-2 Miles	North America	31	Adult	No
23200	Married	Female	" $50,000 "	3	Bachelors	Skilled Manual	Yes	2	0-1 Miles	North America	41	Adult	No
15895	Single	Female	" $60,000 "	2	Bachelors	Management	Yes	0	10+ Miles	North America	58	Middle Age	No
18577	Married	Female	" $60,000 "	0	Graduate Degree	Professional	Yes	0	0-1 Miles	North America	40	Adult	No
27218	Married	Female	" $20,000 "	2	Partial High School	Clerical	No	0	0-1 Miles	North America	48	Middle Age	No
18560	Married	Female	" $70,000 "	2	Graduate Degree	Professional	Yes	0	2-5 Miles	North America	34	Adult	Yes
25006	Single	Female	" $30,000 "	0	Partial College	Skilled Manual	Yes	1	5-10 Miles	North America	28	Young Adult	No
17369	Single	Male	" $30,000 "	0	Partial College	Skilled Manual	Yes	1	5-10 Miles	North America	27	Young Adult	No
14495	Married	Male	" $40,000 "	3	Partial College	Professional	No	2	5-10 Miles	North America	54	Middle Age	Yes
18847	Married	Female	" $60,000 "	2	Graduate Degree	Management	Yes	2	5-10 Miles	North America	70	Senior	No
14754	Married	Male	" $40,000 "	1	Partial College	Clerical	Yes	1	1-2 Miles	North America	48	Middle Age	Yes
23378	Married	Male	" $70,000 "	1	Partial College	Skilled Manual	Yes	1	2-5 Miles	North America	44	Adult	Yes
26452	Single	Male	" $50,000 "	3	Graduate Degree	Management	Yes	2	10+ Miles	North America	69	Senior	No
20370	Married	Male	" $70,000 "	3	Partial High School	Skilled Manual	Yes	2	5-10 Miles	North America	52	Middle Age	No
20528	Married	Male	" $40,000 "	2	Partial High School	Skilled Manual	Yes	2	2-5 Miles	North America	55	Middle Age	No
23549	Single	Male	" $30,000 "	0	High School	Skilled Manual	Yes	2	5-10 Miles	North America	30	Adult	No
21751	Married	Male	" $60,000 "	3	Graduate Degree	Management	Yes	2	1-2 Miles	North America	63	Middle Age	No
21266	Single	Female	" $80,000 "	0	Bachelors	Management	Yes	1	1-2 Miles	North America	34	Adult	Yes
13388	Single	Male	" $60,000 "	2	Partial College	Professional	Yes	1	10+ Miles	North America	56	Middle Age	No
18752	Single	Female	" $40,000 "	0	High School	Skilled Manual	Yes	1	5-10 Miles	North America	31	Adult	No
16917	Married	Male	" $120,000 "	1	Bachelors	Management	Yes	4	0-1 Miles	North America	38	Adult	No
15313	Married	Male	" $60,000 "	4	Bachelors	Management	Yes	2	2-5 Miles	North America	59	Middle Age	No
25329	Single	Female	" $40,000 "	3	Partial College	Clerical	No	2	0-1 Miles	North America	32	Adult	No
20380	Married	Female	" $60,000 "	3	Graduate Degree	Management	Yes	2	10+ Miles	North America	69	Senior	No
23089	Married	Male	" $40,000 "	0	Partial College	Skilled Manual	Yes	1	5-10 Miles	North America	28	Young Adult	No
13749	Married	Male	" $80,000 "	4	Graduate Degree	Skilled Manual	Yes	0	1-2 Miles	North America	47	Middle Age	No
24943	Married	Male	" $60,000 "	3	Bachelors	Management	Yes	2	10+ Miles	North America	66	Senior	No
28667	Single	Male	" $70,000 "	2	Bachelors	Skilled Manual	No	1	0-1 Miles	North America	37	Adult	Yes
15194	Single	Male	" $120,000 "	2	Bachelors	Management	No	3	0-1 Miles	North America	39	Adult	Yes
17436	Married	Male	" $60,000 "	2	High School	Professional	No	2	1-2 Miles	North America	51	Middle Age	No
18935	Married	Female	" $130,000 "	0	Graduate Degree	Management	Yes	3	1-2 Miles	North America	40	Adult	No
16871	Married	Female	" $90,000 "	2	High School	Professional	Yes	1	10+ Miles	North America	51	Middle Age	Yes
12100	Single	Male	" $60,000 "	2	Bachelors	Management	Yes	0	10+ Miles	North America	57	Middle Age	No
23158	Married	Female	" $60,000 "	1	Graduate Degree	Professional	No	0	0-1 Miles	North America	35	Adult	Yes
18545	Married	Male	" $40,000 "	4	High School	Professional	No	2	10+ Miles	North America	61	Middle Age	Yes
18391	Single	Female	" $80,000 "	5	Partial College	Professional	Yes	2	5-10 Miles	North America	44	Adult	No
19812	Single	Female	" $70,000 "	2	Partial College	Professional	Yes	0	5-10 Miles	North America	49	Middle Age	Yes
27660	Married	Male	" $80,000 "	4	Graduate Degree	Management	Yes	2	5-10 Miles	North America	70	Senior	No
18058	Single	Female	" $20,000 "	3	High School	Skilled Manual	Yes	2	2-5 Miles	North America	78	Senior	No
20343	Married	Female	" $90,000 "	4	Partial College	Professional	Yes	1	1-2 Miles	North America	45	Middle Age	No
28997	Single	Male	" $40,000 "	2	High School	Professional	No	1	2-5 Miles	North America	58	Middle Age	Yes
24398	Married	Male	" $130,000 "	1	Graduate Degree	Management	Yes	4	0-1 Miles	North America	41	Adult	No
19002	Married	Female	" $60,000 "	2	Partial College	Professional	Yes	1	2-5 Miles	North America	57	Middle Age	Yes
28609	Married	Male	" $30,000 "	2	High School	Skilled Manual	No	2	0-1 Miles	North America	49	Middle Age	No
29231	Single	Male	" $80,000 "	4	Partial College	Professional	No	2	0-1 Miles	North America	43	Adult	No
18858	Single	Male	" $60,000 "	2	Partial High School	Skilled Manual	Yes	2	5-10 Miles	North America	52	Middle Age	Yes
20000	Married	Male	" $60,000 "	1	Graduate Degree	Professional	Yes	0	0-1 Miles	North America	35	Adult	Yes
25261	Married	Male	" $40,000 "	0	High School	Skilled Manual	Yes	2	5-10 Miles	North America	27	Young Adult	No
17458	Single	Male	" $70,000 "	3	High School	Professional	Yes	0	5-10 Miles	North America	52	Middle Age	Yes
11644	Single	Male	" $40,000 "	2	Bachelors	Skilled Manual	Yes	0	2-5 Miles	North America	36	Adult	No
16145	Single	Female	" $70,000 "	5	Graduate Degree	Professional	Yes	3	10+ Miles	North America	46	Middle Age	Yes
16890	Married	Male	" $60,000 "	3	Partial High School	Skilled Manual	Yes	2	5-10 Miles	North America	52	Middle Age	Yes
25983	Married	Male	" $70,000 "	0	Bachelors	Professional	No	1	0-1 Miles	North America	43	Adult	No
14633	Married	Male	" $60,000 "	1	Partial College	Skilled Manual	Yes	1	2-5 Miles	North America	44	Adult	No
22994	Married	Female	" $80,000 "	0	Bachelors	Management	Yes	1	1-2 Miles	North America	34	Adult	Yes
22983	Single	Female	" $30,000 "	0	Partial High School	Clerical	Yes	2	5-10 Miles	North America	27	Young Adult	No
25184	Single	Male	" $110,000 "	1	Partial College	Professional	Yes	4	5-10 Miles	North America	45	Middle Age	Yes
14469	Married	Female	" $100,000 "	3	Partial College	Professional	Yes	4	1-2 Miles	North America	45	Middle Age	No
11538	Single	Female	" $60,000 "	4	Graduate Degree	Skilled Manual	No	0	0-1 Miles	North America	47	Middle Age	Yes
16245	Single	Female	" $80,000 "	4	Graduate Degree	Skilled Manual	Yes	0	1-2 Miles	North America	47	Middle Age	No
17858	Married	Male	" $40,000 "	4	High School	Skilled Manual	Yes	2	2-5 Miles	North America	44	Adult	Yes
25347	Single	Female	" $20,000 "	3	Partial High School	Clerical	No	2	0-1 Miles	North America	49	Middle Age	No
15814	Single	Female	" $40,000 "	0	High School	Skilled Manual	Yes	1	5-10 Miles	North America	30	Adult	No
11259	Married	Female	" $100,000 "	4	Partial College	Professional	Yes	4	2-5 Miles	North America	41	Adult	Yes
11200	Married	Male	" $70,000 "	4	Bachelors	Management	Yes	1	1-2 Miles	North America	58	Middle Age	No
25101	Married	Male	" $60,000 "	5	Bachelors	Professional	Yes	1	2-5 Miles	North America	47	Middle Age	No
21801	Married	Female	" $70,000 "	4	Partial College	Professional	Yes	1	1-2 Miles	North America	55	Middle Age	No
25943	Single	Female	" $70,000 "	0	Partial College	Skilled Manual	No	2	0-1 Miles	North America	27	Young Adult	Yes
22127	Married	Male	" $60,000 "	3	Graduate Degree	Management	Yes	2	1-2 Miles	North America	67	Senior	No
20414	Married	Female	" $60,000 "	0	Partial College	Skilled Manual	Yes	2	5-10 Miles	North America	29	Young Adult	No
23672	Married	Female	" $60,000 "	3	Graduate Degree	Management	Yes	2	1-2 Miles	North America	67	Senior	No
29255	Single	Male	" $80,000 "	3	Partial College	Professional	No	1	1-2 Miles	North America	51	Middle Age	Yes
28815	Married	Female	" $50,000 "	1	Graduate Degree	Skilled Manual	Yes	0	0-1 Miles	North America	35	Adult	No
27753	Married	Male	" $40,000 "	0	High School	Skilled Manual	No	2	1-2 Miles	North America	30	Adult	No
27643	Single	Male	" $70,000 "	5	Partial College	Professional	Yes	3	2-5 Miles	North America	44	Adult	No
13754	Single	Female	" $80,000 "	4	Graduate Degree	Skilled Manual	Yes	0	1-2 Miles	North America	48	Middle Age	No
22088	Married	Female	" $130,000 "	1	Bachelors	Management	Yes	2	0-1 Miles	North America	45	Middle Age	Yes
27388	Married	Male	" $60,000 "	3	Bachelors	Management	No	2	1-2 Miles	North America	66	Senior	No
24745	Single	Female	" $30,000 "	2	High School	Skilled Manual	No	2	0-1 Miles	North America	49	Middle Age	No
29237	Single	Female	" $120,000 "	4	Partial College	Professional	Yes	3	5-10 Miles	North America	43	Adult	Yes
15272	Single	Male	" $40,000 "	0	High School	Skilled Manual	No	2	1-2 Miles	North America	30	Adult	No
18949	Single	Male	" $70,000 "	0	Graduate Degree	Management	Yes	2	5-10 Miles	North America	74	Senior	Yes
14507	Married	Male	" $100,000 "	2	Graduate Degree	Management	Yes	3	1-2 Miles	North America	65	Senior	No
25886	Married	Female	" $60,000 "	2	Partial College	Professional	Yes	2	2-5 Miles	North America	56	Middle Age	Yes
21441	Married	Male	" $50,000 "	4	Bachelors	Management	Yes	2	10+ Miles	North America	64	Middle Age	No
21741	Married	Female	" $70,000 "	3	Partial College	Professional	Yes	2	5-10 Miles	North America	50	Middle Age	Yes
14572	Married	Female	" $70,000 "	3	Graduate Degree	Professional	Yes	0	2-5 Miles	North America	35	Adult	Yes
23368	Married	Female	" $60,000 "	5	Bachelors	Skilled Manual	Yes	3	10+ Miles	North America	41	Adult	No
16217	Single	Female	" $60,000 "	0	Graduate Degree	Skilled Manual	Yes	0	0-1 Miles	North America	39	Adult	No
16247	Single	Female	" $60,000 "	4	Graduate Degree	Skilled Manual	No	0	1-2 Miles	North America	47	Middle Age	No
22010	Single	Male	" $40,000 "	0	High School	Skilled Manual	Yes	2	5-10 Miles	North America	31	Adult	No
25872	Single	Female	" $70,000 "	2	Bachelors	Management	No	1	2-5 Miles	North America	58	Middle Age	Yes
19164	Single	Female	" $70,000 "	0	Bachelors	Professional	No	1	2-5 Miles	North America	38	Adult	Yes
18435	Single	Female	" $70,000 "	5	Graduate Degree	Management	Yes	2	10+ Miles	North America	67	Senior	Yes
14284	Single	Male	" $60,000 "	0	Partial College	Professional	No	2	1-2 Miles	North America	32	Adult	Yes
11287	Married	Male	" $70,000 "	5	Partial College	Professional	No	3	5-10 Miles	North America	45	Middle Age	No
13066	Single	Male	" $30,000 "	0	High School	Skilled Manual	No	2	1-2 Miles	North America	31	Adult	Yes
29106	Single	Male	" $40,000 "	0	High School	Skilled Manual	No	2	1-2 Miles	North America	31	Adult	Yes
26236	Married	Female	" $40,000 "	3	Partial College	Clerical	Yes	1	0-1 Miles	North America	31	Adult	No
17531	Married	Male	" $60,000 "	2	High School	Professional	No	2	5-10 Miles	North America	50	Middle Age	No
12964	Married	Male	" $70,000 "	1	Partial College	Skilled Manual	Yes	1	0-1 Miles	North America	44	Adult	No
19133	Single	Male	" $50,000 "	2	Bachelors	Skilled Manual	Yes	1	2-5 Miles	North America	38	Adult	Yes
24643	Single	Female	" $60,000 "	4	Bachelors	Management	Yes	2	10+ Miles	North America	63	Middle Age	No
21599	Married	Female	" $60,000 "	1	Graduate Degree	Professional	Yes	0	2-5 Miles	North America	36	Adult	Yes
22976	Single	Male	" $40,000 "	0	High School	Skilled Manual	No	2	0-1 Miles	North America	28	Young Adult	Yes
27637	Single	Female	" $100,000 "	1	Partial College	Professional	No	3	1-2 Miles	North America	44	Adult	No
11890	Married	Female	" $70,000 "	5	Graduate Degree	Professional	Yes	1	0-1 Miles	North America	47	Middle Age	No
28580	Married	Female	" $80,000 "	0	Graduate Degree	Skilled Manual	Yes	0	1-2 Miles	North America	40	Adult	Yes
14443	Married	Male	" $130,000 "	1	Graduate Degree	Management	Yes	4	0-1 Miles	North America	40	Adult	No
17864	Married	Female	" $60,000 "	1	Partial College	Skilled Manual	Yes	1	2-5 Miles	North America	46	Middle Age	Yes
20505	Married	Female	" $40,000 "	5	High School	Professional	No	2	10+ Miles	North America	61	Middle Age	No
14592	Married	Female	" $60,000 "	0	Graduate Degree	Professional	Yes	0	0-1 Miles	North America	40	Adult	No
22227	Married	Female	" $60,000 "	2	High School	Professional	Yes	2	5-10 Miles	North America	50	Middle Age	No
21471	Married	Male	" $70,000 "	2	Partial College	Professional	Yes	1	10+ Miles	North America	59	Middle Age	No
22252	Single	Female	" $60,000 "	1	Graduate Degree	Professional	Yes	0	2-5 Miles	North America	36	Adult	Yes
21260	Single	Female	" $40,000 "	0	High School	Skilled Manual	Yes	2	5-10 Miles	North America	30	Adult	No
11817	Single	Female	" $70,000 "	4	Graduate Degree	Professional	Yes	0	2-5 Miles	North America	35	Adult	Yes
19223	Married	Female	" $30,000 "	2	High School	Skilled Manual	Yes	2	1-2 Miles	North America	48	Middle Age	No
18517	Married	Male	" $100,000 "	3	Bachelors	Management	Yes	4	0-1 Miles	North America	41	Adult	No
21717	Married	Male	" $40,000 "	2	Partial College	Clerical	Yes	1	0-1 Miles	North America	47	Middle Age	No
13760	Married	Male	" $60,000 "	4	Graduate Degree	Skilled Manual	No	0	0-1 Miles	North America	47	Middle Age	No
18145	Married	Male	" $80,000 "	5	Bachelors	Management	No	2	2-5 Miles	Europe	62	Middle Age	No
21770	Married	Male	" $60,000 "	4	Bachelors	Management	Yes	2	10+ Miles	North America	60	Middle Age	No
11165	Married	Female	" $60,000 "	0	Partial College	Skilled Manual	No	1	1-2 Miles	North America	33	Adult	No
16377	Single	Female	" $80,000 "	4	Graduate Degree	Skilled Manual	No	0	0-1 Miles	North America	47	Middle Age	No
26248	Married	Male	" $20,000 "	3	Partial High School	Clerical	No	2	0-1 Miles	North America	52	Middle Age	No
23461	Married	Female	" $90,000 "	5	Partial College	Professional	Yes	3	2-5 Miles	North America	40	Adult	No
29133	Single	Female	" $60,000 "	4	Bachelors	Skilled Manual	No	2	0-1 Miles	North America	42	Adult	No
27673	Single	Female	" $60,000 "	3	Graduate Degree	Management	Yes	2	5-10 Miles	North America	53	Middle Age	Yes
12774	Married	Female	" $40,000 "	1	Partial College	Clerical	Yes	1	1-2 Miles	North America	51	Middle Age	Yes
18910	Single	Male	" $30,000 "	0	Partial College	Skilled Manual	Yes	2	5-10 Miles	North America	30	Adult	No
11699	Single	Male	" $60,000 "	0	Bachelors	Skilled Manual	No	2	0-1 Miles	North America	30	Adult	No
16725	Married	Male	" $30,000 "	0	High School	Skilled Manual	Yes	2	5-10 Miles	North America	26	Young Adult	No
28269	Single	Female	" $130,000 "	1	Bachelors	Management	No	1	2-5 Miles	North America	45	Middle Age	No
23144	Married	Male	" $50,000 "	1	Bachelors	Skilled Manual	Yes	0	0-1 Miles	North America	34	Adult	Yes
23376	Married	Male	" $70,000 "	1	Bachelors	Professional	Yes	1	2-5 Miles	North America	44	Adult	Yes
25970	Single	Female	" $60,000 "	4	Bachelors	Skilled Manual	No	2	0-1 Miles	North America	41	Adult	Yes
28068	Single	Female	" $80,000 "	3	Graduate Degree	Professional	No	0	0-1 Miles	North America	36	Adult	Yes
18390	Married	Male	" $80,000 "	5	Partial College	Professional	Yes	2	0-1 Miles	North America	44	Adult	No
29112	Single	Male	" $60,000 "	0	Partial College	Professional	No	2	1-2 Miles	North America	30	Adult	No
14090	Married	Female	" $30,000 "	0	Partial High School	Clerical	No	2	0-1 Miles	North America	28	Young Adult	No
27040	Married	Male	" $20,000 "	2	Partial High School	Clerical	Yes	2	1-2 Miles	North America	49	Middle Age	No
23479	Single	Male	" $90,000 "	0	Partial College	Professional	No	2	0-1 Miles	North America	43	Adult	Yes
16795	Married	Female	" $70,000 "	4	Bachelors	Management	Yes	1	1-2 Miles	North America	59	Middle Age	No
22014	Single	Male	" $30,000 "	0	High School	Skilled Manual	Yes	2	5-10 Miles	North America	26	Young Adult	No
13314	Married	Male	" $120,000 "	1	High School	Professional	Yes	4	5-10 Miles	North America	46	Middle Age	Yes
11619	Single	Female	" $50,000 "	0	Graduate Degree	Skilled Manual	Yes	0	1-2 Miles	North America	33	Adult	No
29132	Single	Female	" $40,000 "	0	Bachelors	Professional	Yes	1	2-5 Miles	North America	42	Adult	Yes
11199	Married	Female	" $70,000 "	4	Bachelors	Management	Yes	1	10+ Miles	North America	59	Middle Age	No
20296	Single	Female	" $60,000 "	0	Partial College	Skilled Manual	No	1	1-2 Miles	North America	33	Adult	Yes
17546	Married	Female	" $70,000 "	1	Partial College	Skilled Manual	Yes	1	0-1 Miles	North America	44	Adult	Yes
18069	Married	Male	" $70,000 "	5	Bachelors	Management	Yes	4	10+ Miles	North America	60	Middle Age	No
23712	Single	Female	" $70,000 "	2	Bachelors	Management	Yes	1	10+ Miles	North America	59	Middle Age	No
23358	Married	Male	" $60,000 "	0	High School	Professional	Yes	2	5-10 Miles	North America	32	Adult	Yes
20518	Married	Female	" $70,000 "	2	Partial College	Professional	Yes	1	10+ Miles	North America	58	Middle Age	No
28026	Married	Female	" $40,000 "	2	High School	Professional	No	2	2-5 Miles	North America	59	Middle Age	No
11669	Single	Female	" $70,000 "	2	Bachelors	Skilled Manual	Yes	1	2-5 Miles	North America	38	Adult	No
16020	Married	Male	" $40,000 "	0	High School	Skilled Manual	Yes	2	5-10 Miles	North America	28	Young Adult	Yes
27090	Married	Female	" $60,000 "	1	Graduate Degree	Professional	Yes	0	2-5 Miles	North America	37	Adult	Yes
27198	Single	Female	" $80,000 "	0	Graduate Degree	Skilled Manual	No	0	0-1 Miles	North America	40	Adult	No
19661	Single	Male	" $90,000 "	4	Bachelors	Management	Yes	1	1-2 Miles	North America	38	Adult	Yes
26327	Married	Male	" $70,000 "	4	Graduate Degree	Professional	Yes	0	2-5 Miles	North America	36	Adult	Yes
26341	Married	Female	" $70,000 "	5	Graduate Degree	Professional	Yes	2	0-1 Miles	North America	37	Adult	No
24958	Single	Female	" $40,000 "	5	High School	Professional	No	3	2-5 Miles	North America	60	Middle Age	Yes
13287	Single	Male	" $110,000 "	4	Bachelors	Management	Yes	4	5-10 Miles	North America	42	Adult	Yes
14493	Single	Female	" $70,000 "	3	Graduate Degree	Management	No	2	1-2 Miles	North America	53	Middle Age	No
26678	Single	Female	" $80,000 "	2	Partial High School	Skilled Manual	Yes	2	5-10 Miles	North America	49	Middle Age	No
23275	Married	Male	" $30,000 "	2	High School	Skilled Manual	Yes	2	1-2 Miles	North America	49	Middle Age	No
11270	Married	Male	" $130,000 "	2	Graduate Degree	Management	Yes	3	0-1 Miles	North America	42	Adult	Yes
20084	Married	Male	" $20,000 "	2	High School	Manual	No	2	0-1 Miles	North America	53	Middle Age	No
16144	Married	Male	" $70,000 "	1	Graduate Degree	Professional	Yes	1	0-1 Miles	North America	46	Middle Age	Yes
27731	Married	Male	" $40,000 "	0	High School	Skilled Manual	Yes	2	5-10 Miles	North America	27	Young Adult	No
11886	Married	Female	" $60,000 "	3	Bachelors	Professional	Yes	1	0-1 Miles	North America	48	Middle Age	Yes
24324	Single	Female	" $60,000 "	4	Bachelors	Skilled Manual	Yes	2	2-5 Miles	North America	41	Adult	Yes
22220	Married	Male	" $60,000 "	2	High School	Professional	No	2	1-2 Miles	North America	49	Middle Age	Yes
26625	Single	Female	" $60,000 "	0	Graduate Degree	Professional	Yes	1	2-5 Miles	North America	38	Adult	Yes
23027	Single	Male	" $130,000 "	1	Bachelors	Management	No	4	0-1 Miles	North America	44	Adult	No
16867	Single	Female	" $130,000 "	1	Bachelors	Management	No	3	0-1 Miles	North America	45	Middle Age	Yes
14514	Single	Female	" $30,000 "	0	Partial College	Skilled Manual	Yes	1	5-10 Miles	North America	26	Young Adult	No
19634	Married	Male	" $40,000 "	0	High School	Skilled Manual	Yes	1	5-10 Miles	North America	31	Adult	No
